"Date","Cancer Site","Stage","Observed Count","Proportion (where stage known)","Proportion of total","Rolling Average","Rolling Proportion","LowerCI (rolling average)","Upper (rolling average)"
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Unknown stage",3891,NA,0.311329812770043,4542.66666666667,0.332027847654085,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Total",12498,NA,NA,13681.5833333333,1,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","TotalKnown",8607,NA,NA,9138.91666666667,NA,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Early stages (I+II)",5524,0.641803183455327,0.441990718514962,5892.5,0.430688455892654,63.4899113402939,65.4519385589922
2019-02-01,"All Cancers Combined (excluding Lung and Prostate)","Late stages (III+IV)",3083,0.358196816544673,0.246679468714994,3246.41666666667,0.237283696453261,34.5480614410078,36.5100886597061
2019-02-01,"All Cancers Combined (excluding Lung)","Stage I",4134,0.362377279102384,0.254682109413504,4375.16666666667,0.247938645787093,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Stage II",2877,0.25219144460028,0.177242483982257,3001.16666666667,0.170074709332527,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Stage III",2525,0.221335904628331,0.155556924593396,2637.75,0.149480057047329,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Stage IV",1872,0.164095371669004,0.115327747658945,1981.25,0.112276509534649,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Unknown stage",4824,NA,0.297190734351897,5650.83333333333,0.320230078298403,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Total",16232,NA,NA,17646.1666666667,1,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","TotalKnown",11408,NA,NA,11995.3333333333,NA,NA,NA
2019-02-01,"All Cancers Combined (excluding Lung)","Early stages (I+II)",7011,0.614568723702665,0.431924593395761,7376.33333333333,0.41801335511962,60.6189997291351,62.3603582775196
2019-02-01,"All Cancers Combined (excluding Lung)","Late stages (III+IV)",4397,0.385431276297335,0.270884672252341,4619,0.261756566581977,37.6396417224804,39.3810002708649
2019-02-01,"All Cancers Combined (excluding Prostate)","Stage I",3563,0.322006326253954,0.23137866095201,3890.08333333333,0.231995626568596,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Stage II",2642,0.238770899231812,0.171569582440418,2738.75,0.163332753522352,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Stage III",2252,0.203524627202892,0.146243262549516,2360.75,0.140789702556966,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Stage IV",2608,0.235698147311342,0.169361646860186,2770.91666666667,0.165251099570112,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Unknown stage",4334,NA,0.28144684719787,5007.41666666667,0.298630817781974,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Total",15399,NA,NA,16767.9166666667,1,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","TotalKnown",11065,NA,NA,11760.5,NA,NA,NA
2019-02-01,"All Cancers Combined (excluding Prostate)","Early stages (I+II)",6205,0.560777225485766,0.402948243392428,6628.83333333333,0.395328380090948,55.4669915673386,57.2593193095368
2019-02-01,"All Cancers Combined (excluding Prostate)","Late stages (III+IV)",4860,0.439222774514234,0.315604909409702,5131.66666666667,0.306040802127078,42.7406806904632,44.5330084326614
2019-02-01,"Bladder","Stage I",177,0.451530612244898,0.23474801061008,195.083333333333,0.238488182559087,NA,NA
2019-02-01,"Bladder","Stage II",135,0.344387755102041,0.179045092838196,146.75,0.17940097799511,NA,NA
2019-02-01,"Bladder","Stage III",48,0.122448979591837,0.0636604774535809,48.25,0.0589853300733496,NA,NA
2019-02-01,"Bladder","Stage IV",32,0.0816326530612245,0.0424403183023873,23.5,0.0287286063569682,NA,NA
2019-02-01,"Bladder","Unknown stage",362,NA,0.480106100795756,404.416666666667,0.494396903015485,NA,NA
2019-02-01,"Bladder","Total",754,NA,NA,818,1,NA,NA
2019-02-01,"Bladder","TotalKnown",392,NA,NA,413.583333333333,NA,NA,NA
2019-02-01,"Bladder","Early stages (I+II)",312,0.795918367346939,0.413793103448276,341.833333333333,0.417889160554197,78.7061593519085,85.9961147846201
2019-02-01,"Bladder","Late stages (III+IV)",80,0.204081632653061,0.106100795755968,71.75,0.0877139364303179,14.0038852153799,21.2938406480916
2019-02-01,"Blood","Stage I",66,0.149321266968326,0.0699152542372881,76.5,0.0737645640819606,NA,NA
2019-02-01,"Blood","Stage II",79,0.178733031674208,0.0836864406779661,80,0.0771394134190438,NA,NA
2019-02-01,"Blood","Stage III",96,0.217194570135747,0.101694915254237,101.333333333333,0.0977099236641221,NA,NA
2019-02-01,"Blood","Stage IV",201,0.454751131221719,0.212923728813559,221.083333333333,0.213177983125753,NA,NA
2019-02-01,"Blood","Unknown stage",502,NA,0.531779661016949,558.166666666667,0.53820811570912,NA,NA
2019-02-01,"Blood","Total",944,NA,NA,1037.08333333333,1,NA,NA
2019-02-01,"Blood","TotalKnown",442,NA,NA,478.916666666667,NA,NA,NA
2019-02-01,"Blood","Early stages (I+II)",145,0.328054298642534,0.153601694915254,156.5,0.150903977501004,28.629509644396,37.0020027202756
2019-02-01,"Blood","Late stages (III+IV)",297,0.671945701357466,0.314618644067797,322.416666666667,0.310887906789875,62.9979972797244,71.370490355604
2019-02-01,"Bowel","Stage I",408,0.196911196911197,0.152694610778443,429.833333333333,0.150265105168094,NA,NA
2019-02-01,"Bowel","Stage II",583,0.281370656370656,0.218188622754491,598.416666666667,0.209200023305949,NA,NA
2019-02-01,"Bowel","Stage III",671,0.323841698841699,0.251122754491018,703,0.245761230554099,NA,NA
2019-02-01,"Bowel","Stage IV",410,0.197876447876448,0.153443113772455,435.333333333333,0.152187845947678,NA,NA
2019-02-01,"Bowel","Unknown stage",600,NA,0.224550898203593,693.916666666667,0.24258579502418,NA,NA
2019-02-01,"Bowel","Total",2672,NA,NA,2860.5,1,NA,NA
2019-02-01,"Bowel","TotalKnown",2072,NA,NA,2166.58333333333,NA,NA,NA
2019-02-01,"Bowel","Early stages (I+II)",991,0.478281853281853,0.370883233532934,1028.25,0.359465128474043,45.3632107443957,49.5648174585958
2019-02-01,"Bowel","Late stages (III+IV)",1081,0.521718146718147,0.404565868263473,1138.33333333333,0.397949076501777,50.4351825414042,54.6367892556043
2019-02-01,"Breast","Stage I",1130,0.428842504743833,0.316172355903749,1221.41666666667,0.311652136933872,NA,NA
2019-02-01,"Breast","Stage II",1133,0.429981024667932,0.317011751538892,1149.91666666667,0.293408462683394,NA,NA
2019-02-01,"Breast","Stage III",255,0.0967741935483871,0.0713486289871293,276.666666666667,0.0705932383584946,NA,NA
2019-02-01,"Breast","Stage IV",117,0.0444022770398482,0.0327364297705652,123.666666666667,0.031554327025303,NA,NA
2019-02-01,"Breast","Unknown stage",939,NA,0.262730833799664,1147.5,0.292791834998937,NA,NA
2019-02-01,"Breast","Total",3574,NA,NA,3919.16666666667,1,NA,NA
2019-02-01,"Breast","TotalKnown",2635,NA,NA,2771.66666666667,NA,NA,NA
2019-02-01,"Breast","Early stages (I+II)",2263,0.858823529411765,0.633184107442641,2371.33333333333,0.605060599617266,84.1982812296444,86.8157425413689
2019-02-01,"Breast","Late stages (III+IV)",372,0.141176470588235,0.104085058757694,400.333333333333,0.102147565383798,13.1842574586311,15.8017187703556
2019-02-01,"Cervical","Stage I",87,0.550632911392405,0.446153846153846,102.916666666667,0.461165048543689,NA,NA
2019-02-01,"Cervical","Stage II",35,0.221518987341772,0.179487179487179,36.3333333333333,0.162808065720687,NA,NA
2019-02-01,"Cervical","Stage III",18,0.113924050632911,0.0923076923076923,15.4166666666667,0.0690814040328603,NA,NA
2019-02-01,"Cervical","Stage IV",18,0.113924050632911,0.0923076923076923,21.1666666666667,0.0948469006721434,NA,NA
2019-02-01,"Cervical","Unknown stage",37,NA,0.18974358974359,47.3333333333333,0.21209858103062,NA,NA
2019-02-01,"Cervical","Total",195,NA,NA,223.166666666667,1,NA,NA
2019-02-01,"Cervical","TotalKnown",158,NA,NA,175.833333333333,NA,NA,NA
2019-02-01,"Cervical","Early stages (I+II)",122,0.772151898734177,0.625641025641026,139.25,0.623973114264376,72.6021082375647,84.5381647166151
2019-02-01,"Cervical","Late stages (III+IV)",36,0.227848101265823,0.184615384615385,36.5833333333333,0.163928304705004,15.4618352833849,27.3978917624353
2019-02-01,"Gynaecological","Stage I",594,0.590457256461233,0.454475899005356,602.583333333333,0.440833993781625,NA,NA
2019-02-01,"Gynaecological","Stage II",107,0.106361829025845,0.081866870696251,103.083333333333,0.0754130342010608,NA,NA
2019-02-01,"Gynaecological","Stage III",175,0.173956262425447,0.13389441469013,189.25,0.138450283484728,NA,NA
2019-02-01,"Gynaecological","Stage IV",130,0.129224652087475,0.0994644223412395,129.416666666667,0.0946778028409437,NA,NA
2019-02-01,"Gynaecological","Unknown stage",301,NA,0.230298393267024,342.583333333333,0.250624885691642,NA,NA
2019-02-01,"Gynaecological","Total",1307,NA,NA,1366.91666666667,1,NA,NA
2019-02-01,"Gynaecological","TotalKnown",1006,NA,NA,1024.33333333333,NA,NA,NA
2019-02-01,"Gynaecological","Early stages (I+II)",701,0.696819085487077,0.536342769701607,705.666666666667,0.516247027982686,65.9891704739933,71.6503440281309
2019-02-01,"Gynaecological","Late stages (III+IV)",305,0.303180914512923,0.23335883703137,318.666666666667,0.233128086325672,28.3496559718691,34.0108295260067
2019-02-01,"Hodgkin Lymphoma","Stage I",10,0.12987012987013,0.0662251655629139,9.25,0.0632839224629418,NA,NA
2019-02-01,"Hodgkin Lymphoma","Stage II",34,0.441558441558442,0.225165562913907,26.25,0.179589509692132,NA,NA
2019-02-01,"Hodgkin Lymphoma","Stage III",18,0.233766233766234,0.119205298013245,17.5,0.119726339794755,NA,NA
2019-02-01,"Hodgkin Lymphoma","Stage IV",15,0.194805194805195,0.0993377483443709,23.5,0.160775370581528,NA,NA
2019-02-01,"Hodgkin Lymphoma","Unknown stage",74,NA,0.490066225165563,69.6666666666667,0.476624857468643,NA,NA
2019-02-01,"Hodgkin Lymphoma","Total",151,NA,NA,146.166666666667,1,NA,NA
2019-02-01,"Hodgkin Lymphoma","TotalKnown",77,NA,NA,76.5,NA,NA,NA
2019-02-01,"Hodgkin Lymphoma","Early stages (I+II)",44,0.571428571428571,0.291390728476821,35.5,0.242873432155074,35.6708246599351,57.4833947421859
2019-02-01,"Hodgkin Lymphoma","Late stages (III+IV)",33,0.428571428571429,0.218543046357616,41,0.280501710376283,42.5166052578141,64.3291753400648
2019-02-01,"Kidney","Stage I",218,0.493212669683258,0.293010752688172,210.166666666667,0.28378530437718,NA,NA
2019-02-01,"Kidney","Stage II",35,0.0791855203619909,0.0470430107526882,39.4166666666667,0.0532238100596377,NA,NA
2019-02-01,"Kidney","Stage III",120,0.271493212669683,0.161290322580645,117,0.157983571508946,NA,NA
2019-02-01,"Kidney","Stage IV",69,0.156108597285068,0.092741935483871,63.1666666666667,0.0852931247890177,NA,NA
2019-02-01,"Kidney","Unknown stage",302,NA,0.405913978494624,310.833333333333,0.419714189265219,NA,NA
2019-02-01,"Kidney","Total",744,NA,NA,740.583333333333,1,NA,NA
2019-02-01,"Kidney","TotalKnown",442,NA,NA,429.75,NA,NA,NA
2019-02-01,"Kidney","Early stages (I+II)",253,0.572398190045249,0.34005376344086,249.583333333333,0.337009114436818,53.3598184997088,62.6498757077071
2019-02-01,"Kidney","Late stages (III+IV)",189,0.427601809954751,0.254032258064516,180.166666666667,0.243276696297963,37.3501242922929,46.6401815002912
2019-02-01,"Lung","Stage I",462,0.187957689178194,0.159255429162358,520.5,0.168646722108219,NA,NA
2019-02-01,"Lung","Stage II",219,0.0890968266883645,0.0754912099276112,215.833333333333,0.0699319580948267,NA,NA
2019-02-01,"Lung","Stage III",602,0.244914564686737,0.207514650120648,616.916666666667,0.199886596824711,NA,NA
2019-02-01,"Lung","Stage IV",1175,0.478030919446705,0.405032747328507,1268.33333333333,0.410951506642186,NA,NA
2019-02-01,"Lung","Unknown stage",443,NA,0.152705963460876,464.75,0.150583216330057,NA,NA
2019-02-01,"Lung","Total",2901,NA,NA,3086.33333333333,1,NA,NA
2019-02-01,"Lung","TotalKnown",2458,NA,NA,2621.58333333333,NA,NA,NA
2019-02-01,"Lung","Early stages (I+II)",681,0.277054515866558,0.234746639089969,736.333333333333,0.238578680203046,26.3999943230863,29.838833385856
2019-02-01,"Lung","Late stages (III+IV)",1777,0.722945484133442,0.612547397449155,1885.25,0.610838103466897,70.161166614144,73.6000056769137
2019-02-01,"Melanoma Skin","Stage I",415,0.638461538461538,0.446236559139785,546.25,0.461945031712474,NA,NA
2019-02-01,"Melanoma Skin","Stage II",178,0.273846153846154,0.191397849462366,201.583333333333,0.170472163495419,NA,NA
2019-02-01,"Melanoma Skin","Stage III",32,0.0492307692307692,0.0344086021505376,39.0833333333333,0.0330514446793517,NA,NA
2019-02-01,"Melanoma Skin","Stage IV",25,0.0384615384615385,0.0268817204301075,20.25,0.0171247357293869,NA,NA
2019-02-01,"Melanoma Skin","Unknown stage",280,NA,0.301075268817204,375.333333333333,0.317406624383369,NA,NA
2019-02-01,"Melanoma Skin","Total",930,NA,NA,1182.5,1,NA,NA
2019-02-01,"Melanoma Skin","TotalKnown",650,NA,NA,807.166666666667,NA,NA,NA
2019-02-01,"Melanoma Skin","Early stages (I+II)",593,0.912307692307692,0.637634408602151,747.833333333333,0.632417195207893,90.639771887711,94.2545686697597
2019-02-01,"Melanoma Skin","Late stages (III+IV)",57,0.0876923076923077,0.0612903225806452,59.3333333333333,0.0501761804087386,5.74543133024026,9.36022811228897
2019-02-01,"Non-Hodgkin Lymphoma","Stage I",51,0.147826086956522,0.0702479338842975,60.9166666666667,0.0749282492824928,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Stage II",44,0.127536231884058,0.0606060606060606,52.1666666666667,0.0641656416564166,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Stage III",77,0.223188405797101,0.106060606060606,81,0.0996309963099631,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Stage IV",173,0.501449275362319,0.238292011019284,180.75,0.222324723247232,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Unknown stage",381,NA,0.524793388429752,438.166666666667,0.538950389503895,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Total",726,NA,NA,813,1,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","TotalKnown",345,NA,NA,374.833333333333,NA,NA,NA
2019-02-01,"Non-Hodgkin Lymphoma","Early stages (I+II)",95,0.27536231884058,0.130853994490358,113.083333333333,0.139093890938909,25.742812887089,34.9974661737374
2019-02-01,"Non-Hodgkin Lymphoma","Late stages (III+IV)",250,0.72463768115942,0.34435261707989,261.75,0.321955719557196,65.0025338262626,74.257187112911
2019-02-01,"Oesophageal","Stage I",25,0.0556792873051225,0.0413223140495868,24.5,0.034842379710832,NA,NA
2019-02-01,"Oesophageal","Stage II",95,0.211581291759465,0.15702479338843,120.166666666667,0.170893576676938,NA,NA
2019-02-01,"Oesophageal","Stage III",149,0.33184855233853,0.246280991735537,150.916666666667,0.2146243185589,NA,NA
2019-02-01,"Oesophageal","Stage IV",180,0.400890868596882,0.297520661157025,211.583333333333,0.300900687366675,NA,NA
2019-02-01,"Oesophageal","Unknown stage",156,NA,0.257851239669421,196,0.278739037686656,NA,NA
2019-02-01,"Oesophageal","Total",605,NA,NA,703.166666666667,1,NA,NA
2019-02-01,"Oesophageal","TotalKnown",449,NA,NA,507.166666666667,NA,NA,NA
2019-02-01,"Oesophageal","Early stages (I+II)",120,0.267260579064588,0.198347107438017,144.666666666667,0.20573595638777,24.7676859553894,32.604159526406
2019-02-01,"Oesophageal","Late stages (III+IV)",329,0.732739420935412,0.543801652892562,362.5,0.515525005925575,67.395840473594,75.2323140446106
2019-02-01,"Oesophago-gastric","Stage I",61,0.0971337579617834,0.0664488017429194,56.25,0.0528417097228746,NA,NA
2019-02-01,"Oesophago-gastric","Stage II",122,0.194267515923567,0.132897603485839,152.916666666667,0.143651166431815,NA,NA
2019-02-01,"Oesophago-gastric","Stage III",198,0.315286624203822,0.215686274509804,204.833333333333,0.192422107405668,NA,NA
2019-02-01,"Oesophago-gastric","Stage IV",247,0.393312101910828,0.269063180827887,307.083333333333,0.288476593079693,NA,NA
2019-02-01,"Oesophago-gastric","Unknown stage",290,NA,0.315904139433551,343.416666666667,0.32260842335995,NA,NA
2019-02-01,"Oesophago-gastric","Total",918,NA,NA,1064.5,1,NA,NA
2019-02-01,"Oesophago-gastric","TotalKnown",628,NA,NA,721.083333333333,NA,NA,NA
2019-02-01,"Oesophago-gastric","Early stages (I+II)",183,0.29140127388535,0.199346405228758,209.166666666667,0.196492876154689,25.8132444074177,32.4238026246731
2019-02-01,"Oesophago-gastric","Late stages (III+IV)",445,0.70859872611465,0.484749455337691,511.916666666667,0.480898700485361,67.5761973753269,74.1867555925823
2019-02-01,"Ovarian","Stage I",91,0.321554770318021,0.213615023474178,103.916666666667,0.224280575539568,NA,NA
2019-02-01,"Ovarian","Stage II",20,0.0706713780918728,0.0469483568075117,22.25,0.0480215827338129,NA,NA
2019-02-01,"Ovarian","Stage III",100,0.353356890459364,0.234741784037559,112.166666666667,0.242086330935252,NA,NA
2019-02-01,"Ovarian","Stage IV",72,0.254416961130742,0.169014084507042,67.1666666666667,0.144964028776978,NA,NA
2019-02-01,"Ovarian","Unknown stage",143,NA,0.335680751173709,157.833333333333,0.340647482014388,NA,NA
2019-02-01,"Ovarian","Total",426,NA,NA,463.333333333333,1,NA,NA
2019-02-01,"Ovarian","TotalKnown",283,NA,NA,305.5,NA,NA,NA
2019-02-01,"Ovarian","Early stages (I+II)",111,0.392226148409894,0.26056338028169,126.166666666667,0.272302158273381,35.9185927483791,46.8943587165314
2019-02-01,"Ovarian","Late stages (III+IV)",172,0.607773851590106,0.403755868544601,179.333333333333,0.38705035971223,53.1056412834686,64.0814072516209
2019-02-01,"Pancreatic","Stage I",32,0.0941176470588235,0.0488549618320611,31.5,0.0454983148772268,NA,NA
2019-02-01,"Pancreatic","Stage II",51,0.15,0.0778625954198473,50.8333333333333,0.0734232065479056,NA,NA
2019-02-01,"Pancreatic","Stage III",55,0.161764705882353,0.083969465648855,64.4166666666667,0.093042850264805,NA,NA
2019-02-01,"Pancreatic","Stage IV",202,0.594117647058824,0.308396946564885,179.083333333333,0.2586663456909,NA,NA
2019-02-01,"Pancreatic","Unknown stage",315,NA,0.480916030534351,366.5,0.529369282619162,NA,NA
2019-02-01,"Pancreatic","Total",655,NA,NA,692.333333333333,1,NA,NA
2019-02-01,"Pancreatic","TotalKnown",340,NA,NA,325.833333333333,NA,NA,NA
2019-02-01,"Pancreatic","Early stages (I+II)",83,0.244117647058824,0.126717557251908,82.3333333333333,0.118921521425132,20.8570747095107,30.256364806554
2019-02-01,"Pancreatic","Late stages (III+IV)",257,0.755882352941176,0.39236641221374,243.5,0.351709195955705,69.743635193446,79.1429252904893
2019-02-01,"Prostate","Stage I",1033,0.368796858264905,0.276647027316551,1005.58333333333,0.25364161849711,NA,NA
2019-02-01,"Prostate","Stage II",454,0.162084969653695,0.121585431173005,478.25,0.120630583289543,NA,NA
2019-02-01,"Prostate","Stage III",875,0.312388432702606,0.234333154793787,893.916666666667,0.22547556489753,NA,NA
